,X,y
419,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/8330772517186ab2c21c9e80ddd3daf1_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/8330772517186ab2c21c9e80ddd3daf1_3.mask.png
420,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0a086c07d9673188438f32bb070344d5_3.png,default.mask.png
421,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/e3f297c613666f68896094cb58838ae6_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/e3f297c613666f68896094cb58838ae6_7.mask.png
422,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2d4de58c2dacf8461cf9d3ce3b1d7399_0.png,default.mask.png
423,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1e99d13fd200e7011c52bf995a70ed4d_1.png,default.mask.png
424,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0c43945b3bd42eb2f0e68a7f7ed43db0_1.png,default.mask.png
425,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/689303d2322edb19c223bc2fbe409e08_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/689303d2322edb19c223bc2fbe409e08_6.mask.png
426,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4ca89f58934be1b2aa95f32c5b30c7e3_0.png,default.mask.png
427,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ce05c962f695932a830ad4356d7a3e04_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ce05c962f695932a830ad4356d7a3e04_1.mask.png
428,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b0daf1c4142d7b73cd76d39e7c36a7c2_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b0daf1c4142d7b73cd76d39e7c36a7c2_3.mask.png
429,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4e0cbbca5cea7e4e596731888eaf2c8d_0.png,default.mask.png
430,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1ff3b1001a36c15f237a5d619aad1579_1.png,default.mask.png
431,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/f0e435860a2dc27294bf153d56351b27_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/f0e435860a2dc27294bf153d56351b27_7.mask.png
432,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d4e7b59257c600b426046bed3a7da516_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d4e7b59257c600b426046bed3a7da516_0.mask.png
433,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6aad58b761f1d96698ea5d808a4af381_3.png,default.mask.png
434,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4a431854d5f7d6cd54c8352aa27c42f7_3.png,default.mask.png
435,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b300897bc8a566bb9e806d8132e25f5b_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b300897bc8a566bb9e806d8132e25f5b_1.mask.png
436,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2e24d9377b08dd0ae207f7d6bd36753f_0.png,default.mask.png
437,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d507e807f025f09ea0cff40b52e9322c_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d507e807f025f09ea0cff40b52e9322c_3.mask.png
438,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6d8e25a64a2ab3e32ef25e138e40d728_3.png,default.mask.png
439,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b37a15fd949a331a8aca247b7ca34f2d_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b37a15fd949a331a8aca247b7ca34f2d_2.mask.png
440,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/04f7cceb8160dcec285a0a79ee7bae7a_0.png,default.mask.png
441,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2c36dfa92af2c3affaa208a57c3177ea_0.png,default.mask.png
442,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0ba4582e247ec4df5efeb3f36c3c00fb_0.png,default.mask.png
443,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3b0f88a81a51a0b69494995e9ba17a9f_3.png,default.mask.png
444,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6ecc743ad4d523e10f3b2215c5fd23c6_3.png,default.mask.png
445,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0ea3a31150fe8d9fb13f7d52cde55fc8_0.png,default.mask.png
446,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2c769bc52f804a594bb15b115bb642df_1.png,default.mask.png
447,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5c6ae330b4b1e51498be6cd5008a17d1_3.png,default.mask.png
448,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1e99d13fd200e7011c52bf995a70ed4d_0.png,default.mask.png
449,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4fbbf2f2a322ac709af0956f0df323c2_3.png,default.mask.png
450,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ad842756fbdb20f8d22ea1e151727d04_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ad842756fbdb20f8d22ea1e151727d04_6.mask.png
451,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d87fb93838434f8a1d668c0ed1bd8824_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d87fb93838434f8a1d668c0ed1bd8824_5.mask.png
452,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6acfc634267cf6affbce00cd2a20f233_0.png,default.mask.png
453,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1ca5a77f902d949f11566a18918d1af4_0.png,default.mask.png
454,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/04c82c2daec830eebdd1891d28d6a652_1.png,default.mask.png
455,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5d55fcb042a1b568e13fdfec9cf30dd7_3.png,default.mask.png
456,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bb11c77bcc275f1f2d409852cef0f016_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bb11c77bcc275f1f2d409852cef0f016_2.mask.png
457,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/8723711d02af203b62eff3eb6c585f89_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/8723711d02af203b62eff3eb6c585f89_7.mask.png
458,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c88f1d27e73aaec5556fcd439600879f_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c88f1d27e73aaec5556fcd439600879f_7.mask.png
459,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/be015078936ab89c8c755cf290ba9a0f_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/be015078936ab89c8c755cf290ba9a0f_1.mask.png
460,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/edb9414156ff96adf906cbba292e6cd4_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/edb9414156ff96adf906cbba292e6cd4_7.mask.png
461,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ad842756fbdb20f8d22ea1e151727d04_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ad842756fbdb20f8d22ea1e151727d04_0.mask.png
462,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cdce0701fa96db632af5facf074fe654_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cdce0701fa96db632af5facf074fe654_7.mask.png
463,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1a1d66303c66705aed0c480852a4b7ca_3.png,default.mask.png
464,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c6216855a09754f487980c889f7a8732_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c6216855a09754f487980c889f7a8732_5.mask.png
465,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d402dcd0cbd09bcc950a22003b8251b4_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d402dcd0cbd09bcc950a22003b8251b4_7.mask.png
466,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3a1dc2707b78de7e5ec86da3dc06e0d3_0.png,default.mask.png
467,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5dc886f88b2e4abec4139a24019d4fbf_3.png,default.mask.png
468,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a3978283d13463af3d6d98c6ae6d6be7_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a3978283d13463af3d6d98c6ae6d6be7_6.mask.png
469,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5dc886f88b2e4abec4139a24019d4fbf_1.png,default.mask.png
470,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1e41bd6b60e2c6fc408fdc7796e64ce0_0.png,default.mask.png
471,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c168467ba25e8675a50b85be4204b4b2_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c168467ba25e8675a50b85be4204b4b2_6.mask.png
472,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2a580b7af4dab33b08fa5a47a1c5b1b3_0.png,default.mask.png
473,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2b32d604a1b9c593107d3b74d60af796_3.png,default.mask.png
474,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2df0f3666db9a7a2ae6766553776d145_3.png,default.mask.png
475,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2f27dda529114f70d21fc73e385ee1cc_1.png,default.mask.png
476,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d6f1c10e0059e0ac468537ceac0f22e1_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d6f1c10e0059e0ac468537ceac0f22e1_3.mask.png
477,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b1fb2e2690c484ef7b0a75698150ed27_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b1fb2e2690c484ef7b0a75698150ed27_3.mask.png
478,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/2564876058a684e6d899f3575081b16f_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/2564876058a684e6d899f3575081b16f_7.mask.png
479,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cc0c8e75290550c68a73f399760512a9_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cc0c8e75290550c68a73f399760512a9_0.mask.png
480,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2a127bde629f2f7d2550c8bbbc948a11_3.png,default.mask.png
481,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1fea6626693dfec7e2247f069a43a604_3.png,default.mask.png
482,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/8723711d02af203b62eff3eb6c585f89_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/8723711d02af203b62eff3eb6c585f89_5.mask.png
483,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a470313562508266ecf17a4a5410fc6f_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a470313562508266ecf17a4a5410fc6f_5.mask.png
484,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5c748d0da4de0581bafa20236487c62d_0.png,default.mask.png
485,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d09aedf8c4f0622413bf67f8e5715bcf_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d09aedf8c4f0622413bf67f8e5715bcf_1.mask.png
486,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2e029f00d10f62fe0c4025fb75bd72be_3.png,default.mask.png
487,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1c39af9d0be4ee3c5a069dfa866b8c5a_0.png,default.mask.png
488,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/997003561434af248f5b8cc8fb697c70_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/997003561434af248f5b8cc8fb697c70_1.mask.png
489,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d507e807f025f09ea0cff40b52e9322c_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d507e807f025f09ea0cff40b52e9322c_6.mask.png
490,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/31399795f92fd15acc98739eca7047bf_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/31399795f92fd15acc98739eca7047bf_1.mask.png
491,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/3735407a7358488296a3d9968c01855d_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/3735407a7358488296a3d9968c01855d_5.mask.png
492,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3be74ebfec2849e4494af3e70db7f71d_0.png,default.mask.png
493,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b1ab7bc3fe7e57cc7a1beb3edd00a1e2_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b1ab7bc3fe7e57cc7a1beb3edd00a1e2_3.mask.png
494,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6d94adc79e810113317326ae83ea70fe_3.png,default.mask.png
495,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2ccf8b2cbbf4d03371654da9baae4043_1.png,default.mask.png
496,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4e8e61821e23fc29b0eb84252f9eb09d_1.png,default.mask.png
497,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3d59e2121cd4a713883a1b06cb7b11ab_3.png,default.mask.png
498,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4ddf1de41ca61cbcb75c39a415263f8f_1.png,default.mask.png
499,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6a5a499626b3e261fa2cb6cf15dcf59d_3.png,default.mask.png
500,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5d4d0449273a7e4619e6ab87124539df_1.png,default.mask.png
501,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/caa67ad39a42b14c19c572ccc5fd2243_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/caa67ad39a42b14c19c572ccc5fd2243_7.mask.png
502,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b35d925d02a6792e66e475860372aaae_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b35d925d02a6792e66e475860372aaae_5.mask.png
503,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2cf8f4cf134b51a869e8dc28af2110aa_1.png,default.mask.png
504,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/caa67ad39a42b14c19c572ccc5fd2243_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/caa67ad39a42b14c19c572ccc5fd2243_0.mask.png
505,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5f240654e333951c4f9be91ffcab56fc_0.png,default.mask.png
506,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c33078039ff93c70014ebe16192be997_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c33078039ff93c70014ebe16192be997_6.mask.png
507,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3b7dcf05aedb1ea2312c5c259ebed52b_1.png,default.mask.png
508,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6af621f64b5b11f653bbe5f563ab047a_3.png,default.mask.png
509,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6e8ac2c9c337555f3bdba36fe79f2560_0.png,default.mask.png
510,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c3cd547094fa52e65a22228bba5ef189_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c3cd547094fa52e65a22228bba5ef189_5.mask.png
511,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/871d73986285b6092cc16cfe7ab4b7ed_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/871d73986285b6092cc16cfe7ab4b7ed_3.mask.png
512,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cbf729aea39780adc2e5a7a23c8f5c21_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cbf729aea39780adc2e5a7a23c8f5c21_5.mask.png
513,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c2ced35e09624934e6ac8ea922d6f216_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c2ced35e09624934e6ac8ea922d6f216_0.mask.png
514,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1e2f4750e794ba00acf2de931301f08e_1.png,default.mask.png
515,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1a5cfcd010b63ab468c1e3857a3e8fe6_0.png,default.mask.png
516,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5a11ffa108c7b9400c1fc8b53242fe75_1.png,default.mask.png
517,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0b07fb418cfa1300d7358e3fc33c393c_1.png,default.mask.png
518,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1a2bab05359590e8fbc4d4f744cd0093_1.png,default.mask.png
519,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1f0948a25308d1711e56750f3a2752d0_1.png,default.mask.png
520,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b835388bf7843d20544c6de90d11c51c_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b835388bf7843d20544c6de90d11c51c_6.mask.png
521,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4f208c2befbfc8431aeb7f9e93d2bf64_0.png,default.mask.png
522,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d402dcd0cbd09bcc950a22003b8251b4_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d402dcd0cbd09bcc950a22003b8251b4_6.mask.png
523,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d9634e2f8c7644c545c03c60f76750ef_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d9634e2f8c7644c545c03c60f76750ef_5.mask.png
524,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0cf8ce7feaeed8650226d1cb2a288fa8_0.png,default.mask.png
525,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b73fef9b8686be108f9deec80e8ed880_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b73fef9b8686be108f9deec80e8ed880_0.mask.png
526,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d918eeffd78047944ec2d97c4594eb8b_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d918eeffd78047944ec2d97c4594eb8b_5.mask.png
527,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2e99c2221971f70482d80a7148eab6d4_0.png,default.mask.png
528,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2e029f00d10f62fe0c4025fb75bd72be_1.png,default.mask.png
529,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5feef3fbdbae3e67f110e08eb12da937_3.png,default.mask.png
530,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bab047baca23807e4a97b048a56c1edd_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bab047baca23807e4a97b048a56c1edd_6.mask.png
531,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/af4e76c3b9ef022cbffb9795592729ec_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/af4e76c3b9ef022cbffb9795592729ec_3.mask.png
532,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ba88fff70edc152e7fd26df38f710f49_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ba88fff70edc152e7fd26df38f710f49_0.mask.png
